11,15,17,21,27,33
5,6,13,21,27,47
2,10,14,24,28,40
3,18,31,39,43,46
6,15,16,30,32,39
6,13,14,27,32,36
9,16,23,25,34,40
18,22,32,35,36,44
1,7,15,27,32,38
18,36,40,41,43,49
14,22,25,27,28,29
1,30,32,36,37,41
3,5,21,30,32,40
3,12,30,39,43,48
5,14,17,25,28,46
7,13,18,21,32,35
14,23,28,30,32,48
7,21,25,29,35,37
2,7,12,15,23,44
11,25,26,34,36,42
8,10,16,30,37,44
17,24,29,45,46,49
4,14,35,38,45,47
5,9,27,28,30,44
4,6,15,24,30,35
20,22,31,37,43,45
11,15,22,23,26,43
4,29,31,35,42,48
11,13,24,26,47,49
12,20,29,31,37,39
16,25,30,37,44,49
2,7,22,27,40,47
2,5,25,38,44,48
12,13,26,33,35,38
6,23,31,38,39,43
13,14,23,35,37,46
8,11,28,30,32,34
4,8,19,24,32,47
4,15,25,32,40,41
2,23,26,28,39,40
1,9,13,17,28,40
8,10,19,20,41,43
1,10,15,27,41,46
1,3,6,16,22,36
22,23,25,32,33,36
7,18,20,27,36,40
13,16,20,23,39,42
2,3,23,30,39,41
9,10,25,38,40,42
5,6,16,24,26,29
3,9,27,29,31,40
2,15,17,20,23,30
4,5,13,18,39,40
2,6,9,15,40,43
6,16,17,40,44,48
5,12,18,30,32,38
16,21,22,24,25,27
5,12,23,32,37,42
1,16,18,24,29,46
11,15,23,24,32,40
6,8,17,24,29,47
2,25,29,33,42,45
17,18,23,39,43,49
1,4,24,32,35,48
5,14,17,31,46,48
5,22,24,40,43,48
2,6,10,20,28,31
8,13,16,26,28,38
3,8,14,28,43,49
7,8,13,15,35,48
6,27,28,41,44,48
21,25,27,36,39,44
4,12,21,34,41,47
2,9,14,36,46,48
11,17,20,21,27,30
12,22,26,37,40,47
8,13,18,28,43,49
16,22,28,31,38,46
1,2,36,39,41,42
1,2,13,18,41,47
10,13,21,27,34,40
7,38,40,45,46,47
5,11,16,17,22,27
5,10,22,30,42,48
3,4,18,32,41,44
6,15,21,30,46,47
6,11,19,33,35,38
5,7,9,11,35,49
9,10,15,33,39,40
2,10,12,20,24,32
25,26,29,31,46,49
1,6,7,16,39,40
1,2,13,29,41,43
20,24,27,39,43,48
5,8,14,16,34,39
9,12,27,28,38,44
6,23,26,27,34,49
2,4,17,21,25,46
